#id #x0 #y0 #z0 #w0
303 -22.5096 -13.6765 -93.8718 -95.0
303 -23.2348 12.2505 94.3496 95.0
304 -22.9575 -12.933 -93.8853 -95.0
304 -22.8181 13.0102 94.3351 95.0
305 -23.3696 -12.171 -93.8833 -95.0
305 -22.3744 13.7568 94.3367 95.0
306 -23.7564 -11.3942 -93.8816 -95.0
306 -21.9066 14.4868 94.3384 95.0
307 -24.1176 -10.6067 -93.8797 -95.0
307 -21.4154 15.2025 94.3399 95.0
308 -24.4528 -9.80599 -93.878 -95.0
308 -20.9008 15.9 94.3416 95.0
309 -24.7616 -8.99629 -93.8761 -95.0
309 -20.3638 16.5819 94.3429 95.0
310 -25.044 -8.17676 -93.8742 -95.0
310 -19.8046 17.2458 94.3444 95.0
311 -25.2993 -7.3484 -93.8723 -95.0
311 -19.2241 17.8908 94.3459 95.0
312 -25.5268 -6.51047 -93.8707 -95.0
312 -18.6234 18.5149 94.3475 95.0
313 -25.7275 -5.66696 -93.8689 -95.0
313 -18.0019 19.1204 94.3489 95.0
314 -25.9003 -4.81722 -93.867 -95.0
314 -17.3611 19.7052 94.3502 95.0
315 -26.0451 -3.96223 -93.8651 -95.0
315 -16.7015 20.2686 94.3517 95.0
316 -26.162 -3.10285 -93.8633 -95.0
316 -16.0238 20.81 94.3531 95.0
317 -26.2513 -2.24143 -93.8613 -95.0
317 -15.3281 21.3304 94.3541 95.0
318 -26.3116 -1.37617 -93.8595 -95.0
318 -14.6166 21.8262 94.3555 95.0
319 -26.3435 -0.50917 -93.8577 -95.0
319 -13.8893 22.2984 94.3569 95.0
320 -26.3413 0.363923 -93.8713 -95.0
320 -13.1413 22.7481 94.3433 95.0
321 -26.3161 1.23123 -93.8692 -95.0
321 -12.3845 23.1714 94.3448 95.0
322 -26.2627 2.0975 -93.8672 -95.0
322 -11.6143 23.5697 94.3464 95.0
323 -26.1817 2.96011 -93.865 -95.0
323 -10.8307 23.9439 94.3478 95.0
324 -26.0713 3.82087 -93.863 -95.0
324 -10.0363 24.2909 94.3492 95.0
325 -25.9341 4.67656 -93.8609 -95.0
325 -9.22989 24.6128 94.3505 95.0
326 -25.7689 5.52734 -93.8587 -95.0
326 -8.41353 24.9083 94.3517 95.0
327 -25.5745 6.37338 -93.8568 -95.0
327 -7.5891 25.1756 94.3532 95.0
328 -25.3539 7.21167 -93.8547 -95.0
328 -6.75508 25.4167 94.3543 95.0
329 -25.106 8.0423 -93.8527 -95.0
329 -5.91383 25.6305 94.3555 95.0
330 -24.8307 8.86432 -93.8506 -95.0
330 -5.06606 25.8167 94.3566 95.0
331 -24.5276 9.67799 -93.8488 -95.0
331 -4.214 25.9738 94.358 95.0
332 -24.199 10.4803 -93.8469 -95.0
332 -3.35596 26.1041 94.3591 95.0
333 -23.8447 11.2717 -93.8448 -95.0
333 -2.49411 26.2059 94.3602 95.0
334 -23.4643 12.0508 -93.8428 -95.0
334 -1.62951 26.2798 94.3612 95.0
335 -23.0586 12.8172 -93.8409 -95.0
335 -0.762956 26.3252 94.3623 95.0
336 -22.6372 13.5702 -93.8576 -95.0
336 0.102219 26.3372 94.3442 95.0
337 -22.1822 14.3086 -93.8554 -95.0
337 0.969634 26.3258 94.3454 95.0
338 -21.7035 15.0319 -93.8535 -95.0
338 1.83609 26.2859 94.3465 95.0
339 -21.2012 15.739 -93.8514 -95.0
339 2.70077 26.2178 94.3476 95.0
340 -20.6759 16.4292 -93.8495 -95.0
340 3.5627 26.1214 94.3487 95.0
341 -20.1284 17.1019 -93.8475 -95.0
341 4.421 25.9969 94.3497 95.0
342 -19.5592 17.7565 -93.8457 -95.0
342 5.27478 25.8443 94.3507 95.0
343 -18.9703 18.3915 -93.8436 -95.0
343 6.1247 25.6643 94.3514 95.0
344 -18.3595 19.0076 -93.8417 -95.0
344 6.96666 25.456 94.3523 95.0
345 -17.7288 19.6032 -93.84 -95.0
345 7.80123 25.2206 94.3532 95.0
346 -17.0789 20.1777 -93.8382 -95.0
346 8.62772 24.9579 94.354 95.0
347 -16.4106 20.7308 -93.8365 -95.0
347 9.44519 24.6684 94.3549 95.0
348 -15.7262 21.2616 -93.8345 -95.0
348 10.2544 24.3522 94.3555 95.0
349 -15.0231 21.7698 -93.8327 -95.0
349 11.0511 24.0098 94.3563 95.0
350 -14.3039 22.2549 -93.8311 -95.0
350 11.8363 23.6413 94.3571 95.0
351 -13.5691 22.716 -93.8294 -95.0
351 12.6089 23.2474 94.3578 95.0
352 -12.8153 23.1498 -93.8459 -95.0
352 13.3661 22.8216 94.3413 95.0
353 -12.052 23.5619 -93.8446 -95.0
353 14.1112 22.3779 94.3416 95.0
354 -11.2773 23.9489 -93.8432 -95.0
354 14.8431 21.9101 94.3418 95.0
355 -10.4888 24.3101 -93.8419 -95.0
355 15.5576 21.4189 94.3421 95.0
356 -9.68884 24.6454 -93.8407 -95.0
356 16.2558 20.9044 94.3423 95.0
357 -8.87843 24.9543 -93.8396 -95.0
357 16.9368 20.3675 94.3426 95.0
358 -8.05843 25.2365 -93.8385 -95.0
358 17.5998 19.8085 94.3427 95.0
359 -7.22952 25.492 -93.8375 -95.0
359 18.2443 19.228 94.3429 95.0
360 -6.39286 25.7201 -93.8364 -95.0
360 18.8695 18.6268 94.343 95.0
361 -5.54927 25.9205 -93.8354 -95.0
361 19.4747 18.0055 94.3432 95.0
362 -4.69951 26.0933 -93.8344 -95.0
362 20.0593 17.3647 94.3432 95.0
363 -3.8431 26.2378 -93.8337 -95.0
363 20.6211 16.7056 94.3435 95.0
364 -2.98405 26.3547 -93.8327 -95.0
364 21.1626 16.0279 94.3435 95.0
365 -2.12159 26.4435 -93.8318 -95.0
365 21.6818 15.3327 94.3436 95.0
366 -1.25681 26.5041 -93.8308 -95.0
366 22.178 14.6211 94.3436 95.0
367 -0.390613 26.5364 -93.8298 -95.0
367 22.6506 13.8934 94.3436 95.0
368 0.470913 26.5414 -93.8639 -95.0
368 23.1157 13.169 94.3073 95.0
369 1.33893 26.5161 -93.8606 -95.0
369 23.5393 12.4121 94.3102 95.0
370 2.20433 26.4636 -93.857 -95.0
370 23.9391 11.6404 94.3128 95.0
371 3.0674 26.3826 -93.8535 -95.0
371 24.3138 10.8564 94.3153 95.0
372 3.92868 26.2727 -93.8504 -95.0
372 24.6611 10.0613 94.318 95.0
373 4.7845 26.1356 -93.8472 -95.0
373 24.9837 9.25422 94.3204 95.0
374 5.63652 25.9694 -93.844 -95.0
374 25.2787 8.43815 94.323 95.0
375 6.48265 25.7758 -93.841 -95.0
375 25.5465 7.6126 94.3256 95.0
376 7.32072 25.5557 -93.8377 -95.0
376 25.7887 6.77768 94.3279 95.0
377 8.15206 25.307 -93.8348 -95.0
377 26.0023 5.9364 94.3304 95.0
378 8.97497 25.0315 -93.8318 -95.0
378 26.1882 5.08832 94.333 95.0
379 9.78715 24.7305 -93.8286 -95.0
379 26.3475 4.23348 94.3352 95.0
380 10.5901 24.4019 -93.8256 -95.0
380 26.4777 3.37494 94.3378 95.0
381 11.3819 24.0473 -93.8226 -95.0
381 26.5797 2.51254 94.3404 95.0
382 12.1614 23.6669 -93.8195 -95.0
382 26.6536 1.64728 94.3429 95.0
383 12.9282 23.2615 -93.8165 -95.0
383 26.699 0.779746 94.3455 95.0
384 25.8096 -0.119226 -93.9282 -95.0
384 13.4104 21.8016 94.3952 95.0
385 25.7906 -0.958075 -93.9287 -95.0
385 14.1226 21.3569 94.3953 95.0
386 25.7439 -1.79593 -93.9291 -95.0
386 14.8201 20.8889 94.3953 95.0
387 25.67 -2.63149 -93.9295 -95.0
387 15.5016 20.3983 94.3953 95.0
388 25.5693 -3.46569 -93.9297 -95.0
388 16.1663 19.8871 94.3951 95.0
389 25.4408 -4.29435 -93.9302 -95.0
389 16.8144 19.3528 94.395 95.0
390 25.2857 -5.11994 -93.9304 -95.0
390 17.4443 18.7989 94.3948 95.0
391 25.1032 -5.93843 -93.9309 -95.0
391 18.0562 18.223 94.3947 95.0
392 24.8944 -6.75182 -93.9311 -95.0
392 18.6486 17.629 94.3945 95.0
393 24.6587 -7.55633 -93.9317 -95.0
393 19.2215 17.0141 94.3945 95.0
394 24.3973 -8.35415 -93.932 -95.0
394 19.7738 16.3823 94.3942 95.0
395 24.1097 -9.14289 -93.9322 -95.0
395 20.3049 15.7327 94.394 95.0
396 23.7965 -9.92169 -93.9325 -95.0
396 20.8147 15.0659 94.3937 95.0
397 23.458 -10.6897 -93.9327 -95.0
397 21.3024 14.3827 94.3935 95.0
398 23.0946 -11.446 -93.933 -95.0
398 21.7674 13.6838 94.3932 95.0
399 22.7063 -12.1901 -93.9332 -95.0
399 22.2095 12.9699 94.393 95.0
400 22.2901 -12.9225 -93.9552 -95.0
400 22.6421 12.2563 94.3688 95.0
401 21.8542 -13.6393 -93.9535 -95.0
401 23.0368 11.5143 94.3705 95.0
402 21.3947 -14.3428 -93.9516 -95.0
402 23.4075 10.7612 94.3718 95.0
403 20.9129 -15.0293 -93.9501 -95.0
403 23.7529 9.99467 94.3733 95.0
404 20.4089 -15.6995 -93.9485 -95.0
404 24.0731 9.2171 94.3749 95.0
405 19.8829 -16.3544 -93.9468 -95.0
405 24.3679 8.43097 94.3762 95.0
406 19.3361 -16.9899 -93.9452 -95.0
406 24.6365 7.63393 94.3778 95.0
407 18.7686 -17.6089 -93.9435 -95.0
407 24.8792 6.82992 94.3791 95.0
408 18.1814 -18.2071 -93.942 -95.0
408 25.095 6.01674 94.3806 95.0
409 17.5746 -18.7873 -93.9402 -95.0
409 25.2844 5.19851 94.382 95.0
410 16.9492 -19.3473 -93.9385 -95.0
410 25.447 4.3743 94.3833 95.0
411 16.3061 -19.8864 -93.9366 -95.0
411 25.5823 3.54522 94.3846 95.0
412 15.6453 -20.4041 -93.9347 -95.0
412 25.6907 2.71189 94.3861 95.0
413 14.9682 -20.8997 -93.9329 -95.0
413 25.7714 1.87553 94.3875 95.0
414 14.2752 -21.3728 -93.931 -95.0
414 25.8248 1.03684 94.389 95.0
415 13.5672 -21.8231 -93.929 -95.0
415 25.8506 0.196739 94.3906 95.0
416 12.8424 -22.2523 -93.9646 -95.0
416 25.8274 -0.64254 94.3554 95.0
417 12.1067 -22.6547 -93.9628 -95.0
417 25.7979 -1.48151 94.3568 95.0
418 11.3581 -23.0329 -93.9609 -95.0
418 25.7411 -2.31931 94.3581 95.0
419 10.5966 -23.3875 -93.959 -95.0
419 25.6577 -3.1535 94.3592 95.0
420 9.82524 -23.7157 -93.9572 -95.0
420 25.5462 -3.98573 94.3606 95.0
421 9.04231 -24.0197 -93.9552 -95.0
421 25.4083 -4.81287 94.3616 95.0
422 8.25003 -24.2979 -93.9532 -95.0
422 25.2434 -5.6349 94.3628 95.0
423 7.45024 -24.5487 -93.9515 -95.0
423 25.0506 -6.45246 94.3641 95.0
424 6.64151 -24.7744 -93.9494 -95.0
424 24.8323 -7.26224 94.3652 95.0
425 5.82592 -24.9734 -93.9473 -95.0
425 24.5875 -8.0644 94.3665 95.0
426 5.00422 -25.1455 -93.9453 -95.0
426 24.3166 -8.85825 94.3677 95.0
427 4.17747 -25.2907 -93.9431 -95.0
427 24.0197 -9.6427 94.3689 95.0
428 3.34772 -25.4078 -93.9412 -95.0
428 23.6961 -10.4182 94.3704 95.0
429 2.51346 -25.4985 -93.9391 -95.0
429 23.3485 -11.1817 94.3717 95.0
430 1.67652 -25.5619 -93.9368 -95.0
430 22.9761 -11.9335 94.373 95.0
431 0.83805 -25.5977 -93.9345 -95.0
431 22.5794 -12.6727 94.3745 95.0
432 0.00407117 -25.5999 -93.9586 -95.0
432 22.1583 -13.3963 94.3504 95.0
433 -0.834873 -25.581 -93.9573 -95.0
433 21.7139 -14.1082 94.3507 95.0
434 -1.67286 -25.5345 -93.9561 -95.0
434 21.2463 -14.8053 94.3511 95.0
435 -2.50871 -25.4608 -93.9549 -95.0
435 20.7561 -15.4866 94.3515 95.0
436 -3.34164 -25.3598 -93.9536 -95.0
436 20.2438 -16.1514 94.3518 95.0
437 -4.17086 -25.2315 -93.9523 -95.0
437 19.7101 -16.7993 94.3523 95.0
438 -4.99702 -25.0768 -93.9508 -95.0
438 19.1568 -17.4286 94.3524 95.0
439 -5.81602 -24.8945 -93.9495 -95.0
439 18.5818 -18.0403 94.3529 95.0
440 -6.62857 -24.6854 -93.9481 -95.0
440 17.9872 -18.6328 94.3533 95.0
441 -7.4339 -24.4498 -93.9467 -95.0
441 17.3733 -19.2054 94.3539 95.0
442 -8.23103 -24.1882 -93.9453 -95.0
442 16.741 -19.7576 94.3543 95.0
443 -9.01921 -23.9006 -93.9439 -95.0
443 16.091 -20.2888 94.3549 95.0
444 -9.79744 -23.5874 -93.9423 -95.0
444 15.424 -20.7984 94.3555 95.0
445 -10.5667 -23.2489 -93.9406 -95.0
445 14.7423 -21.2859 94.356 95.0
446 -11.3228 -22.8854 -93.939 -95.0
446 14.0434 -21.7508 94.3566 95.0
447 -12.0667 -22.4973 -93.9375 -95.0
447 13.3297 -22.1927 94.3573 95.0
448 -12.793 -22.0865 -93.9544 -95.0
448 12.6158 -22.6347 94.3382 95.0
449 -13.5099 -21.6507 -93.9524 -95.0
449 11.8739 -23.0295 94.3392 95.0
450 -14.2123 -21.1917 -93.9504 -95.0
450 11.1195 -23.3995 94.3404 95.0
451 -14.8992 -20.71 -93.9484 -95.0
451 10.3534 -23.7448 94.3416 95.0
452 -15.5701 -20.2058 -93.9464 -95.0
452 9.57647 -24.065 94.3426 95.0
453 -16.2241 -19.6803 -93.9444 -95.0
453 8.78954 -24.3593 94.3438 95.0
454 -16.8606 -19.1333 -93.9422 -95.0
454 7.99339 -24.6279 94.345 95.0
455 -17.4789 -18.566 -93.9402 -95.0
455 7.18891 -24.8702 94.3462 95.0
456 -18.08 -17.9783 -93.9379 -95.0
456 6.37858 -25.0865 94.3471 95.0
457 -18.6599 -17.3717 -93.9358 -95.0
457 5.56008 -25.2759 94.3484 95.0
458 -19.2197 -16.7463 -93.9336 -95.0
458 4.73574 -25.4383 94.3496 95.0
459 -19.7588 -16.1029 -93.9314 -95.0
459 3.90675 -25.5737 94.351 95.0
460 -20.2751 -15.443 -93.9294 -95.0
460 3.0723 -25.6812 94.3526 95.0
461 -20.771 -14.7656 -93.9271 -95.0
461 2.2362 -25.7622 94.3539 95.0
462 -21.2447 -14.0726 -93.9249 -95.0
462 1.39808 -25.8155 94.3553 95.0
463 -21.6952 -13.3642 -93.9225 -95.0
463 0.558644 -25.8418 94.3567 95.0
464 -22.1262 -12.6466 -93.9222 -95.0
464 -0.286841 -25.8172 94.3584 95.0
465 -22.5301 -11.9102 -93.9225 -95.0
465 -1.12549 -25.7882 94.3571 95.0
466 -22.9082 -11.1615 -93.923 -95.0
466 -1.96416 -25.7311 94.3562 95.0
467 -23.2631 -10.4001 -93.9234 -95.0
467 -2.79905 -25.6475 94.355 95.0
468 -23.5931 -9.62749 -93.9235 -95.0
468 -3.63068 -25.5365 94.3539 95.0
469 -23.8963 -8.84537 -93.924 -95.0
469 -4.45934 -25.3974 94.353 95.0
470 -24.1737 -8.05363 -93.9244 -95.0
470 -5.28307 -25.2314 94.3522 95.0
471 -24.4266 -7.25222 -93.9245 -95.0
471 -6.09963 -25.0396 94.3511 95.0
472 -24.6518 -6.44394 -93.9249 -95.0
472 -6.91056 -24.8201 94.3503 95.0
473 -24.8506 -5.62859 -93.9253 -95.0
473 -7.71384 -24.5742 94.3495 95.0
474 -25.0235 -4.80593 -93.9254 -95.0
474 -8.50751 -24.3037 94.3484 95.0
475 -25.1686 -3.97927 -93.9257 -95.0
475 -9.29281 -24.0059 94.3477 95.0
476 -25.2866 -3.14812 -93.9261 -95.0
476 -10.068 -23.6827 94.3469 95.0
477 -25.3773 -2.31355 -93.9264 -95.0
477 -10.8321 -23.3345 94.3462 95.0
478 -25.4409 -1.47643 -93.9267 -95.0
478 -11.5841 -22.9614 94.3455 95.0
479 -25.4768 -0.637477 -93.927 -95.0
479 -12.3238 -22.5641 94.3446 95.0
480 -25.4877 0.192742 -93.9164 -95.0
480 -13.0427 -22.1471 94.3548 95.0
481 -25.4691 1.03238 -93.9154 -95.0
481 -13.7547 -21.7028 94.3554 95.0
482 -25.4232 1.87109 -93.9143 -95.0
482 -14.4518 -21.2355 94.3561 95.0
483 -25.3491 2.70644 -93.9134 -95.0
483 -15.1339 -20.7442 94.357 95.0
484 -25.2485 3.54046 -93.9123 -95.0
484 -15.7987 -20.2325 94.3575 95.0
485 -25.1202 4.36936 -93.9114 -95.0
485 -16.447 -19.6978 94.3584 95.0
486 -24.9646 5.19374 -93.9105 -95.0
486 -17.0776 -19.1423 94.3593 95.0
487 -24.7829 6.01421 -93.9094 -95.0
487 -17.6889 -18.5682 94.36 95.0
488 -24.574 6.82686 -93.9085 -95.0
488 -18.2816 -17.9729 94.3609 95.0
489 -24.3385 7.63234 -93.9076 -95.0
489 -18.8545 -17.3585 94.3618 95.0
490 -24.0769 8.42986 -93.9067 -95.0
490 -19.4069 -16.7259 94.3627 95.0
491 -23.7894 9.21842 -93.9058 -95.0
491 -19.9382 -16.0756 94.3636 95.0
492 -23.4761 9.99725 -93.9049 -95.0
492 -20.4481 -15.4085 94.3645 95.0
493 -23.1377 10.7656 -93.904 -95.0
493 -20.9357 -14.725 94.3654 95.0
494 -22.7742 11.5225 -93.9031 -95.0
494 -21.4008 -14.0261 94.3663 95.0
495 -22.3861 12.2656 -93.9025 -95.0
495 -21.8427 -13.3108 94.3673 95.0
496 -21.9836 12.9936 -93.8993 -95.0
496 -22.261 -12.597 94.3693 95.0
497 -21.5482 13.7101 -93.899 -95.0
497 -22.6554 -11.8547 94.37 95.0
498 -21.0893 14.4121 -93.8987 -95.0
498 -23.0255 -11.1001 94.3707 95.0
499 -20.6076 15.1005 -93.8982 -95.0
499 -23.3708 -10.3353 94.3712 95.0
500 -20.1038 15.7713 -93.8979 -95.0
500 -23.6906 -9.55827 94.3719 95.0
501 -19.5784 16.4253 -93.8977 -95.0
501 -23.985 -8.77127 94.3727 95.0
502 -19.0318 17.0618 -93.8974 -95.0
502 -24.2532 -7.97521 94.3734 95.0
503 -18.4646 17.6802 -93.8971 -95.0
503 -24.4956 -7.17083 94.3741 95.0
504 -17.8774 18.2799 -93.8968 -95.0
504 -24.7114 -6.35906 94.3748 95.0
505 -17.2711 18.8601 -93.8966 -95.0
505 -24.9005 -5.54073 94.3756 95.0
506 -16.6459 19.4204 -93.8964 -95.0
506 -25.0627 -4.71676 94.3762 95.0
507 -16.0029 19.9599 -93.8962 -95.0
507 -25.1979 -3.8881 94.3768 95.0
508 -15.3423 20.4781 -93.8959 -95.0
508 -25.3061 -3.0555 94.3775 95.0
509 -14.666 20.9732 -93.896 -95.0
509 -25.386 -2.21843 94.3784 95.0
510 -13.973 21.4474 -93.8959 -95.0
510 -25.4394 -1.38078 94.3789 95.0
511 -13.2654 21.8972 -93.8959 -95.0
511 -25.4648 -0.540375 94.3797 95.0
512 -12.5315 22.3274 -93.8812 -95.0
512 -25.4661 0.294045 94.3932 95.0
513 -11.7958 22.7298 -93.8826 -95.0
513 -25.4364 1.1342 94.3926 95.0
514 -11.0466 23.1095 -93.8837 -95.0
514 -25.3802 1.97149 94.3919 95.0
515 -10.286 23.4631 -93.8851 -95.0
515 -25.2957 2.80786 94.3915 95.0
516 -9.5134 23.7931 -93.8863 -95.0
516 -25.185 3.63953 94.3907 95.0
517 -8.73131 24.0963 -93.8877 -95.0
517 -25.0463 4.46851 94.3903 95.0
518 -7.93979 24.374 -93.8891 -95.0
518 -24.8802 5.2922 94.3897 95.0
519 -7.13824 24.6266 -93.8902 -95.0
519 -24.6888 6.10896 94.389 95.0
520 -6.3301 24.852 -93.8917 -95.0
520 -24.4693 6.91996 94.3885 95.0
521 -5.51496 25.0508 -93.8931 -95.0
521 -24.2236 7.72338 94.3879 95.0
522 -4.69355 25.2228 -93.8947 -95.0
522 -23.9518 8.51839 94.3873 95.0
523 -3.86725 25.3681 -93.8962 -95.0
523 -23.6542 9.30373 94.3866 95.0
524 -3.0362 25.486 -93.8977 -95.0
524 -23.331 10.0792 94.3859 95.0
525 -2.20199 25.577 -93.8993 -95.0
525 -22.9826 10.8434 94.3853 95.0
526 -1.36499 25.6403 -93.9009 -95.0
526 -22.6096 11.5959 94.3845 95.0
527 -0.526535 25.6766 -93.9026 -95.0
527 -22.2121 12.3356 94.3838 95.0
528 0.268355 25.6739 -93.8986 -95.0
528 -21.796 13.0615 94.394 95.0
529 1.10726 25.6564 -93.8981 -95.0
529 -21.3511 13.7738 94.3953 95.0
530 1.9452 25.6115 -93.8978 -95.0
530 -20.883 14.4711 94.3966 95.0
531 2.78278 25.5398 -93.8973 -95.0
531 -20.394 15.152 94.3975 95.0
532 3.61604 25.4402 -93.897 -95.0
532 -19.8814 15.817 94.3986 95.0
533 4.44566 25.3133 -93.8968 -95.0
533 -19.3475 16.4651 94.3998 95.0
534 5.27062 25.1593 -93.8965 -95.0
534 -18.7926 17.0953 94.4009 95.0
535 6.09023 24.9784 -93.8964 -95.0
535 -18.2174 17.707 94.402 95.0
536 6.90338 24.7709 -93.8961 -95.0
536 -17.6226 18.2995 94.4031 95.0
537 7.70933 24.5368 -93.8961 -95.0
537 -17.0087 18.8724 94.4041 95.0
538 8.50722 24.2765 -93.8959 -95.0
538 -16.3764 19.4247 94.4051 95.0
539 9.29618 23.9901 -93.8958 -95.0
539 -15.7264 19.9561 94.406 95.0
540 10.0753 23.6779 -93.8958 -95.0
540 -15.0593 20.4661 94.407 95.0
541 10.8439 23.3405 -93.8957 -95.0
541 -14.3759 20.9539 94.4079 95.0
542 11.6009 22.9783 -93.8957 -95.0
542 -13.6769 21.4189 94.4089 95.0
543 12.3457 22.5914 -93.8957 -95.0
543 -12.9631 21.861 94.4097 95.0
544 13.1158 22.1675 -93.9023 -95.0
544 -12.2296 22.2829 94.3995 95.0
545 13.8331 21.7315 -93.9025 -95.0
545 -11.4883 22.6773 94.4003 95.0
546 14.5358 21.2724 -93.9026 -95.0
546 -10.7344 23.047 94.401 95.0
547 15.2231 20.7904 -93.9028 -95.0
547 -9.96887 23.392 94.4018 95.0
548 15.8942 20.2864 -93.903 -95.0
548 -9.19239 23.7116 94.4024 95.0
549 16.5483 19.7604 -93.9033 -95.0
549 -8.40592 24.0058 94.4031 95.0
550 17.1849 19.2133 -93.9035 -95.0
550 -7.6101 24.2741 94.4037 95.0
551 17.8033 18.6458 -93.9037 -95.0
551 -6.80586 24.5162 94.4043 95.0
552 18.4026 18.0584 -93.9041 -95.0
552 -5.99422 24.7318 94.4049 95.0
553 18.9824 17.4517 -93.9044 -95.0
553 -5.17582 24.9207 94.4054 95.0
554 19.5421 16.8264 -93.9048 -95.0
554 -4.35165 25.0826 94.406 95.0
555 20.0823 16.1825 -93.9049 -95.0
555 -3.52412 25.2181 94.4063 95.0
556 20.5997 15.5219 -93.9053 -95.0
556 -2.69107 25.3259 94.4067 95.0
557 21.095 14.8447 -93.9058 -95.0
557 -1.85483 25.4063 94.4072 95.0
558 21.568 14.1518 -93.9062 -95.0
558 -1.01638 25.4592 94.4076 95.0
559 22.0195 13.4431 -93.9064 -95.0
559 -0.178057 25.4853 94.4078 95.0
560 22.4346 12.7212 -93.9074 -95.0
560 0.656578 25.4804 94.4086 95.0
561 22.8374 11.9853 -93.9088 -95.0
561 1.49662 25.4509 94.408 95.0
562 23.2158 11.2367 -93.9103 -95.0
562 2.33542 25.3939 94.4075 95.0
563 23.5708 10.4752 -93.9115 -95.0
563 3.1706 25.3104 94.4067 95.0
564 23.8993 9.70366 -93.9129 -95.0
564 4.00387 25.1985 94.4061 95.0
565 24.2036 8.92058 -93.9143 -95.0
565 4.83198 25.0604 94.4053 95.0
566 24.4808 8.12924 -93.9158 -95.0
566 5.65637 24.8942 94.4046 95.0
567 24.7332 7.32823 -93.917 -95.0
567 6.47363 24.702 94.4038 95.0
568 24.9589 6.51938 -93.9183 -95.0
568 7.28429 24.4832 94.4029 95.0
569 25.157 5.70477 -93.92 -95.0
569 8.0886 24.2366 94.4022 95.0
570 25.3294 4.88303 -93.9213 -95.0
570 8.88324 23.965 94.4013 95.0
571 25.4746 4.0561 -93.9227 -95.0
571 9.66882 23.6675 94.4003 95.0
572 25.5926 3.225 -93.924 -95.0
572 10.4442 23.3444 94.3994 95.0
573 25.6833 2.39052 -93.9255 -95.0
573 11.2085 22.9959 94.3985 95.0
574 25.7464 1.55359 -93.9269 -95.0
574 11.9614 22.6226 94.3975 95.0
575 25.7823 0.715199 -93.9283 -95.0
575 12.7013 22.2246 94.3965 95.0
576 12.8266 21.3899 -93.9672 -95.0
576 25.0136 -0.114674 94.4182 95.0
577 13.5183 20.9643 -93.9663 -95.0
577 25.0025 -0.927342 94.4185 95.0
578 14.1955 20.5163 -93.9656 -95.0
578 24.9649 -1.73934 94.4188 95.0
579 14.8586 20.0451 -93.965 -95.0
579 24.9 -2.54834 94.4194 95.0
580 15.505 19.5541 -93.9643 -95.0
580 24.8094 -3.35629 94.4197 95.0
581 16.1357 19.0407 -93.9638 -95.0
581 24.6919 -4.15948 94.4202 95.0
582 16.749 18.507 -93.9634 -95.0
582 24.5482 -4.95856 94.4206 95.0
583 17.3442 17.9553 -93.9627 -95.0
583 24.379 -5.75406 94.4209 95.0
584 17.9214 17.3828 -93.9622 -95.0
584 24.1832 -6.54222 94.4214 95.0
585 18.4796 16.792 -93.9618 -95.0
585 23.962 -7.32359 94.4218 95.0
586 19.0177 16.1832 -93.9613 -95.0
586 23.7155 -8.09743 94.4223 95.0
587 19.536 15.5573 -93.9609 -95.0
587 23.4436 -8.86294 94.4227 95.0
588 20.0335 14.9149 -93.9604 -95.0
588 23.1469 -9.61929 94.4232 95.0
589 20.5097 14.2566 -93.9599 -95.0
589 22.8255 -10.3656 94.4237 95.0
590 20.9639 13.5833 -93.9594 -95.0
590 22.4801 -11.1011 94.4242 95.0
591 21.396 12.894 -93.9591 -95.0
591 22.1106 -11.8234 94.4249 95.0
592 21.7945 12.1919 -93.978 -95.0
592 21.7203 -12.5389 94.4056 95.0
593 22.1807 11.4778 -93.9775 -95.0
593 21.3043 -13.2376 94.4061 95.0
594 22.5433 10.75 -93.9772 -95.0
594 20.8657 -13.9206 94.4068 95.0
595 22.882 10.0108 -93.977 -95.0
595 20.405 -14.5892 94.4074 95.0
596 23.1963 9.26263 -93.9765 -95.0
596 19.9225 -15.244 94.4079 95.0
597 23.4859 8.50302 -93.9763 -95.0
597 19.4189 -15.8812 94.4085 95.0
598 23.7502 7.73452 -93.9761 -95.0
598 18.895 -16.5017 94.4093 95.0
599 23.9895 6.95785 -93.9759 -95.0
599 18.3509 -17.1048 94.4099 95.0
600 24.2034 6.17386 -93.9756 -95.0
600 17.7872 -17.6899 94.4106 95.0
601 24.3912 5.38337 -93.9753 -95.0
601 17.2048 -18.2564 94.4113 95.0
602 24.5531 4.58736 -93.9751 -95.0
602 16.6043 -18.8036 94.4119 95.0
603 24.6889 3.78648 -93.9748 -95.0
603 15.9859 -19.3309 94.4126 95.0
604 24.7986 2.98166 -93.9745 -95.0
604 15.3506 -19.8379 94.4135 95.0
605 24.882 2.17374 -93.9742 -95.0
605 14.699 -20.3237 94.4142 95.0
606 24.938 1.36221 -93.974 -95.0
606 14.0326 -20.7868 94.4152 95.0
607 24.9684 0.550841 -93.9736 -95.0
607 13.3506 -21.2292 94.416 95.0
608 24.9887 -0.261906 -93.9962 -95.0
608 12.6731 -21.6665 94.3922 95.0
609 24.9657 -1.07374 -93.9951 -95.0
609 11.9629 -22.0641 94.3937 95.0
610 24.9155 -1.88568 -93.9941 -95.0
610 11.2407 -22.4367 94.3955 95.0
611 24.8396 -2.69423 -93.993 -95.0
